Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
54e4256e-91e6-4a51-b8ee-658fc18539ba,"2020-06-02, 12:38:10 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
551ca47d-e649-433c-8851-00148ed0fbe4,"2020-06-02, 12:38:10 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
58a17a4b-a541-4537-a808-d77acc89bb36,"2020-06-02, 12:38:10 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
76b7e488-c1c2-4992-91f7-0e1a45c58452,"2020-06-02, 12:38:10 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
da9628c4-060a-46ad-ad71-fb7165051253,"2020-06-02, 12:38:09 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
dbe34836-4d4d-430c-8acd-05193a48723d,"2020-06-02, 12:38:09 AM",CloudTrail,ListBuckets,,,,us-east-1,,71.127.58.184
5eb49faf-a7ce-4dee-9cb6-9a99d7800149,"2020-06-02, 12:38:07 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
6267fd84-158d-45c2-b900-f9e8dcd43f83,"2020-06-02, 12:38:07 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
efa8b08f-ac50-490f-8b6e-ae2fa8ab9c28,"2020-06-02, 12:38:07 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
044360d0-6c30-4e76-ae53-b27935e42b6a,"2020-06-02, 12:38:06 AM",CloudTrail,GetBucketEncryption,,,,us-east-1,AccessDenied,71.127.58.184
0fb3f163-a0c7-44c7-b820-1308f5c545f1,"2020-06-02, 12:38:06 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
21c9f8c2-cfd5-4054-90ca-5dbb8698a61e,"2020-06-02, 12:38:06 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
84525d54-d3ee-432b-8271-743ce1cd74b0,"2020-06-02, 12:38:06 AM",CloudTrail,ListBuckets,,,,us-east-1,,71.127.58.184
bd6f9bc2-a6f8-4ce3-a51b-c92e2ce5c104,"2020-06-02, 12:38:06 AM",CloudTrail,GetBucketVersioning,,,,us-east-1,AccessDenied,71.127.58.184
ed56d77f-beee-4ced-a34f-a7dfc755ec9d,"2020-06-02, 12:38:06 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
5d030436-5c1d-44b8-bd21-37a38444e53a,"2020-06-02, 12:38:00 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
23103703-4f05-48b4-8700-799e75eba754,"2020-06-02, 12:37:56 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
73a00bae-e7cf-425d-9be6-c31119914299,"2020-06-02, 12:37:56 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
abf7f992-4352-44d3-b374-c1e8de1051c8,"2020-06-02, 12:37:56 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
c4ffa39c-c369-4da5-8585-8316f87372cd,"2020-06-02, 12:37:56 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
ea967044-4fbc-4186-88b1-04d1bda82c63,"2020-06-02, 12:37:56 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
1f2c09df-5c0c-4b70-867c-81e1f417e8b8,"2020-06-02, 12:37:55 AM",CloudTrail,GetBucketVersioning,,,,us-east-1,AccessDenied,71.127.58.184
8736894b-b9b7-49ac-b084-c63936be98ee,"2020-06-02, 12:37:55 AM",CloudTrail,ListBuckets,,,,us-east-1,,71.127.58.184
b2aef62e-a808-4d54-80d0-23af2f714d2a,"2020-06-02, 12:37:55 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-1,AccessDenied,71.127.58.184
b96d14f6-ca25-4db4-b11d-990819d67899,"2020-06-02, 12:37:55 AM",CloudTrail,GetBucketEncryption,,,,us-east-1,AccessDenied,71.127.58.184
0e9c2b25-a978-4a4f-a080-053ca9a28356,"2020-06-02, 12:37:27 AM",CloudTrail,DescribeTrails,,,,us-east-1,,71.127.58.184
53d4ade2-5a58-454e-a6fa-2a33325b886a,"2020-06-02, 12:37:27 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
5f14286e-cba9-481e-b15b-e4289cc0602d,"2020-06-02, 12:37:27 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
a1af9b9e-735e-423a-a36d-9a66867230f4,"2020-06-02, 12:37:27 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
ca65d5ed-e40b-49e2-85c3-2ec0c89292d6,"2020-06-02, 12:37:27 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
29c9c6e7-7913-4c6e-8db0-2547924e46f7,"2020-06-02, 12:37:26 AM",CloudTrail,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cloud-trail-log-v1""}]",,us-east-1,,71.127.58.184
31295eef-e5fb-42f1-86f4-2a228f161d9d,"2020-06-02, 12:37:26 AM",CloudTrail,PutBucketPolicy,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cloud-trail-log-v1""}]",,us-east-1,,71.127.58.184
329ec962-f96b-462f-911a-f78c7e9a3874,"2020-06-02, 12:37:26 AM",CloudTrail,StartLogging,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",,us-east-1,,71.127.58.184
48c938d7-840b-40c9-9328-81d46ebae36b,"2020-06-02, 12:37:26 AM",CloudTrail,CreateTrail,CloudTrail Trail and 1 more,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:733206830852:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cloud-trail-log-v1""}]",,us-east-1,,71.127.58.184
fde90652-63b0-46c0-9184-7a39ae6b77e3,"2020-06-02, 12:37:26 AM",CloudTrail,PutEventSelectors,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:733206830852:trail/Udacity_Trail""}]",,us-east-1,,71.127.58.184
44e0b7c9-a395-4024-bd26-f1d7bb26f4b9,"2020-06-02, 12:37:15 AM",CloudTrail,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cloud-trail-log""}]",,us-east-1,BucketAlreadyExists,71.127.58.184
763f23ce-3a15-4fe3-9c3a-19e105351d4b,"2020-06-02, 12:35:40 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
92afbcc4-3870-40d4-871b-f0b0cacd2616,"2020-06-02, 12:32:59 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
000a30f4-8f55-4400-9d0e-46e547175489,"2020-06-02, 12:30:40 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
2525aa40-4433-4f21-af15-a77e83f9c4a9,"2020-06-02, 12:29:52 AM",CloudTrail,Decrypt,,,,us-east-1,,lambda.amazonaws.com
334ba241-d6a0-41cf-b385-81780b6b008d,"2020-06-02, 12:29:52 AM",CloudTrail,ListFunctions20150331,,,,us-east-1,,71.127.58.184
5636fe06-924c-44bf-96c7-353ce7dee7fa,"2020-06-02, 12:29:52 AM",CloudTrail,ListTopics,,,,us-east-1,,71.127.58.184
7a38d6e2-fd9e-4bd5-ad2a-482fe624fb8c,"2020-06-02, 12:29:52 AM",CloudTrail,Decrypt,,,,us-east-1,,lambda.amazonaws.com
b3d7f014-04d7-4dec-97e7-05109f8b63a7,"2020-06-02, 12:29:52 AM",CloudTrail,Decrypt,,,,us-east-1,,lambda.amazonaws.com
bdae951c-ecfb-4bc1-82bd-0fc066380d65,"2020-06-02, 12:29:52 AM",CloudTrail,ListKeys,,,,us-east-1,,71.127.58.184
dbc837ca-89d5-4a93-8c34-5e7292de3037,"2020-06-02, 12:29:52 AM",CloudTrail,Decrypt,,,,us-east-1,,lambda.amazonaws.com
ddec5375-608e-4f8c-abd7-76a15a81d657,"2020-06-02, 12:29:52 AM",CloudTrail,ListAliases,,,,us-east-1,,71.127.58.184
68820222-12dc-40e5-b1d4-7ea0c6271cd1,"2020-06-02, 12:29:50 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
77fe3556-a156-42dd-b327-3ed18ae67057,"2020-06-02, 12:29:16 AM",,AssumeRole,IAM AccessKey and 2 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIA2VNUIL4CDEJ765MK""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""awslambda_292_20200602042916750""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::733206830852:role/SQS_Udacity_Lambda""}]",,us-east-1,,lambda.amazonaws.com
7595ea6c-7d43-46f7-abf8-4b8e7cd0907b,"2020-06-02, 12:29:08 AM",,AssumeRole,IAM AccessKey and 2 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIA2VNUIL4CPTDWORNK""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""awslambda_23_20200602042908961""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::733206830852:role/SQS_Udacity_Lambda""}]",,us-east-1,,lambda.amazonaws.com
204e85b9-a7f0-4dc2-bf8b-0d08e72dc180,"2020-06-02, 12:29:06 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
e53028f6-8016-4e4b-bcfa-d69f6e2a11eb,"2020-06-02, 12:29:06 AM",CloudTrail,GetEventSelectors,,,,us-east-1,,71.127.58.184
ee85bced-f6ed-476b-a68e-44a5689bc198,"2020-06-02, 12:29:06 AM",CloudTrail,DescribeConfigurationRecorders,,,,us-east-1,AccessDenied,71.127.58.184
20a23159-c6ce-4cdc-b9e9-03f54caa1a34,"2020-06-02, 12:29:05 AM",CloudTrail,LookupEvents,,,,us-east-1,,71.127.58.184
319589a6-9b11-4993-a86f-232c87839148,"2020-06-02, 12:29:05 AM",CloudTrail,GetTrailStatus,,,,us-east-1,,71.127.58.184
5ba09fa2-5ee3-45d7-805e-9d9e655822e2,"2020-06-02, 12:29:05 AM",CloudTrail,DescribeTrails,,,,us-east-1,,71.127.58.184
799e78ca-367a-4b8a-93c0-007c3f7ca4f5,"2020-06-02, 12:29:05 AM",,AssumeRole,IAM AccessKey and 2 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIA2VNUIL4COKOBTCSK""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""awslambda_751_20200602042905682""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::733206830852:role/SQS_Udacity_Lambda""}]",,us-east-1,,lambda.amazonaws.com
844c1992-0698-4181-b2a9-71b7dea7245b,"2020-06-02, 12:29:05 AM",CloudTrail,LookupEvents,,,,us-east-1,,71.127.58.184
fb7db5b2-9d38-4496-b4c6-f380de66728b,"2020-06-02, 12:29:05 AM",CloudTrail,DescribeOrganization,,,,us-east-1,AccessDenied,71.127.58.184
2fe82fee-b480-438c-a15f-002828f9baaf,"2020-06-02, 12:29:04 AM",CloudTrail,ListBuckets,,,,us-east-1,,71.127.58.184
af1af9bd-b835-4e46-9370-6c8d1d48803b,"2020-06-02, 12:29:04 AM",CloudTrail,DescribeTrails,,,,us-east-1,,71.127.58.184
e4853e85-11ad-4ea7-91d1-173720d95a7d,"2020-06-02, 12:29:02 AM",,AssumeRole,IAM AccessKey and 2 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIA2VNUIL4CAXBOMEE5""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""awslambda_98_20200602042902797""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::733206830852:role/SQS_Udacity_Lambda""}]",,us-east-1,,lambda.amazonaws.com
e143b9e3-0c38-4854-8f79-823172102855,"2020-06-02, 12:28:55 AM",,AssumeRole,IAM AccessKey and 2 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIA2VNUIL4CJ7VNIK2R""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""awslambda_299_20200602042855415""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::733206830852:role/SQS_Udacity_Lambda""}]",,us-east-1,,lambda.amazonaws.com
1eaa4ed2-542c-41a0-bf8b-9293d4f2a3ca,"2020-06-02, 12:28:34 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
ba62e6bd-af86-463f-98da-8430ac195980,"2020-06-02, 12:28:20 AM",CloudTrail,DescribeEventAggregates,,,,us-east-1,AccessDenied,71.127.58.184
33cff7b9-95ba-46e0-b168-3e290011086f,"2020-06-02, 12:28:17 AM",CloudTrail,ChangePassword,,,,us-east-1,,AWS Internal
dc61f7e9-5c5d-49c8-84e6-c15848628f97,"2020-06-02, 12:27:58 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
35e73a45-207a-4e47-8e4c-4f5931f022ce,"2020-06-02, 12:26:17 AM",CloudTrail,ConsoleLogin,,,,us-east-1,,71.127.58.184
fb9d7dca-dabc-466d-920b-1ead4c25fa14,"2020-06-02, 12:25:40 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
0ce7d89e-833a-49cf-a936-e84bc3236f81,"2020-06-02, 12:22:57 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
cb6e57f0-e808-48f0-8b18-77219984c3e5,"2020-06-02, 12:20:40 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
eadc2880-c17a-4209-8230-36c7e96e97d7,"2020-06-02, 12:20:32 AM",root,ListGroupsForUser,,,,us-east-1,,71.127.58.184
7af3b1ee-4870-4a34-8152-662b905a78b3,"2020-06-02, 12:20:31 AM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,71.127.58.184
e1985ebc-6679-4d55-8fd2-9587fc83f939,"2020-06-02, 12:20:31 AM",root,ListGroupsForUser,,,,us-east-1,,71.127.58.184
39d80d9a-cc02-4211-ae46-5813dc3e586d,"2020-06-02, 12:20:26 AM",root,GetAccountSummary,,,,us-east-1,,71.127.58.184
5c034e0d-f7ab-4587-86f1-52f71f8feb34,"2020-06-02, 12:20:26 AM",root,ListGroups,,,,us-east-1,,71.127.58.184
92992d63-b099-41ef-a5cd-a2560450584e,"2020-06-02, 12:20:26 AM",root,ListAccountAliases,,,,us-east-1,,71.127.58.184
b4a5c7be-841b-481c-93f3-7637c2ba70f1,"2020-06-02, 12:20:26 AM",root,ListAccessKeys,,,,us-east-1,,71.127.58.184
f208f4d4-b2d8-48fc-a87d-3a6b4222042a,"2020-06-02, 12:20:26 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,71.127.58.184
a11037b7-c0c2-40bb-bf16-dcfc16432542,"2020-06-02, 12:20:23 AM",root,GetUser,,,,us-east-1,,71.127.58.184
33c9da32-e8e4-4e05-9c4f-8f11a349f3d4,"2020-06-02, 12:20:22 AM",root,ListAttachedUserPolicies,,,,us-east-1,,71.127.58.184
5d038049-f8f2-405f-a943-0e071ce4712a,"2020-06-02, 12:20:22 AM",root,ListUserTags,,,,us-east-1,,71.127.58.184
14827ccb-b575-4847-9270-6a6f9c8cfba0,"2020-06-02, 12:19:58 AM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,71.127.58.184
9a12541f-ba15-4f95-909d-a87c9cadb2eb,"2020-06-02, 12:19:58 AM",root,ListGroupsForUser,,,,us-east-1,,71.127.58.184
b7b36c5e-bdb5-4c0b-bd5b-f7dea4c88e20,"2020-06-02, 12:19:58 AM",root,ListGroupsForUser,,,,us-east-1,,71.127.58.184
1a00ce6e-8274-421b-abda-88196e5e09d6,"2020-06-02, 12:19:52 AM",root,ListGroups,,,,us-east-1,,71.127.58.184
60c395cb-c20e-4c1b-a0c5-b50ab5eb2f32,"2020-06-02, 12:19:52 AM",root,GetAccountSummary,,,,us-east-1,,71.127.58.184
751db16c-6537-4ed6-8e7b-824d10047174,"2020-06-02, 12:19:52 AM",root,ListAccessKeys,,,,us-east-1,,71.127.58.184
af28783d-f96d-40f0-b72f-aefb7b3a120c,"2020-06-02, 12:19:52 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,71.127.58.184
b3c02222-fdef-4d7b-9dfb-edee51aca1f6,"2020-06-02, 12:19:52 AM",root,ListAccountAliases,,,,us-east-1,,71.127.58.184
e18e41eb-886c-4b84-bad1-2911cea8897e,"2020-06-02, 12:19:30 AM",root,ListAttachedUserPolicies,,,,us-east-1,,71.127.58.184
eda61b4f-b768-4e00-b408-5cd849754a3e,"2020-06-02, 12:19:30 AM",root,GetUser,,,,us-east-1,,71.127.58.184
009974cf-4a6e-49bc-bda3-2959c776a95b,"2020-06-02, 12:19:29 AM",root,ListUserTags,,,,us-east-1,,71.127.58.184
8fb4aaaa-572f-48f9-aa28-ea740f8ff5ea,"2020-06-02, 12:17:56 AM",root,DescribeEventAggregates,,,,us-east-1,,71.127.58.184
9cd51cfb-3c1c-47b7-b401-3b085816a096,"2020-06-02, 12:17:43 AM",root,ListAccountAliases,,,,us-east-1,,71.127.58.184
da8af95b-bdbb-4d6c-9364-ab0a7ee4bba7,"2020-06-02, 12:17:43 AM",root,ListPolicies,,,,us-east-1,,71.127.58.184
0984ee6b-5946-4e88-bbae-c1587f3ac578,"2020-06-02, 12:17:42 AM",root,ListUsers,,,,us-east-1,,71.127.58.184
2ee39588-b143-479a-88a8-844db5998406,"2020-06-02, 12:17:42 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,71.127.58.184
4905e2cb-29f9-4568-b3db-77053b484c39,"2020-06-02, 12:17:42 AM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",,us-east-1,,71.127.58.184
52848152-9bac-4141-8165-257d11ee134c,"2020-06-02, 12:17:42 AM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",,us-east-1,,71.127.58.184
